name,role,seed,resample,support,balanced_accuracy
bimcv_resnet18_tier_b_proto_w2_kd_s44,tier_b_proto_w2_kd,44,9,90,0.76
bimcv_resnet18_tier_b_proto_w2_kd_s45,tier_b_proto_w2_kd,45,0,98,0.6903846153846154
bimcv_resnet18_tier_b_proto_w2_kd_s45,tier_b_proto_w2_kd,45,1,104,0.7840909090909092
bimcv_resnet18_tier_b_proto_w2_kd_s45,tier_b_proto_w2_kd,45,2,88,0.6547619047619048
bimcv_resnet18_tier_b_proto_w2_kd_s45,tier_b_proto_w2_kd,45,3,88,0.5381944444444444
bimcv_resnet18_tier_b_proto_w2_kd_s45,tier_b_proto_w2_kd,45,4,94,0.7848101265822784
bimcv_resnet18_tier_b_proto_w2_kd_s45,tier_b_proto_w2_kd,45,5,81,0.7164522058823529
bimcv_resnet18_tier_b_proto_w2_kd_s45,tier_b_proto_w2_kd,45,6,107,0.7767973856209149
bimcv_resnet18_tier_b_proto_w2_kd_s45,tier_b_proto_w2_kd,45,7,58,0.5982142857142857
bimcv_resnet18_tier_b_proto_w2_kd_s45,tier_b_proto_w2_kd,45,8,104,0.6566563467492259
bimcv_resnet18_tier_b_proto_w2_kd_s45,tier_b_proto_w2_kd,45,9,90,0.6866666666666668
bimcv_resnet18_xray_cross_modal_kd_s42,kd,42,0,98,0.7352564102564103
bimcv_resnet18_xray_cross_modal_kd_s42,kd,42,1,104,0.7698863636363636
bimcv_resnet18_xray_cross_modal_kd_s42,kd,42,2,88,0.711111111111111
bimcv_resnet18_xray_cross_modal_kd_s42,kd,42,3,88,0.6284722222222222
bimcv_resnet18_xray_cross_modal_kd_s42,kd,42,4,94,0.8383966244725738
bimcv_resnet18_xray_cross_modal_kd_s42,kd,42,5,81,0.6792279411764706
bimcv_resnet18_xray_cross_modal_kd_s42,kd,42,6,107,0.7362745098039216
bimcv_resnet18_xray_cross_modal_kd_s42,kd,42,7,58,0.6294642857142857
bimcv_resnet18_xray_cross_modal_kd_s42,kd,42,8,104,0.7829721362229103
bimcv_resnet18_xray_cross_modal_kd_s42,kd,42,9,90,0.78
bimcv_resnet18_xray_cross_modal_kd_s43,kd,43,0,98,0.7108974358974359
bimcv_resnet18_xray_cross_modal_kd_s43,kd,43,1,104,0.7585227272727273
bimcv_resnet18_xray_cross_modal_kd_s43,kd,43,2,88,0.6912698412698413
bimcv_resnet18_xray_cross_modal_kd_s43,kd,43,3,88,0.6631944444444444
bimcv_resnet18_xray_cross_modal_kd_s43,kd,43,4,94,0.7924050632911392
bimcv_resnet18_xray_cross_modal_kd_s43,kd,43,5,81,0.7357536764705883
bimcv_resnet18_xray_cross_modal_kd_s43,kd,43,6,107,0.6924836601307189
bimcv_resnet18_xray_cross_modal_kd_s43,kd,43,7,58,0.6532738095238095
bimcv_resnet18_xray_cross_modal_kd_s43,kd,43,8,104,0.6777089783281733
bimcv_resnet18_xray_cross_modal_kd_s43,kd,43,9,90,0.76
bimcv_resnet18_xray_cross_modal_kd_s44,kd,44,0,98,0.7352564102564103
bimcv_resnet18_xray_cross_modal_kd_s44,kd,44,1,104,0.7556818181818181
bimcv_resnet18_xray_cross_modal_kd_s44,kd,44,2,88,0.669047619047619
bimcv_resnet18_xray_cross_modal_kd_s44,kd,44,3,88,0.6215277777777778
bimcv_resnet18_xray_cross_modal_kd_s44,kd,44,4,94,0.819409282700422
bimcv_resnet18_xray_cross_modal_kd_s44,kd,44,5,81,0.7104779411764706
bimcv_resnet18_xray_cross_modal_kd_s44,kd,44,6,107,0.7473856209150327
bimcv_resnet18_xray_cross_modal_kd_s44,kd,44,7,58,0.5744047619047619
bimcv_resnet18_xray_cross_modal_kd_s44,kd,44,8,104,0.7390092879256966
bimcv_resnet18_xray_cross_modal_kd_s44,kd,44,9,90,0.7266666666666667
bimcv_resnet18_xray_cross_modal_kd_s45,kd,45,0,98,0.6858974358974359
bimcv_resnet18_xray_cross_modal_kd_s45,kd,45,1,104,0.78125
bimcv_resnet18_xray_cross_modal_kd_s45,kd,45,2,88,0.6436507936507936
bimcv_resnet18_xray_cross_modal_kd_s45,kd,45,3,88,0.6423611111111112
bimcv_resnet18_xray_cross_modal_kd_s45,kd,45,4,94,0.8430379746835444
bimcv_resnet18_xray_cross_modal_kd_s45,kd,45,5,81,0.6847426470588236
bimcv_resnet18_xray_cross_modal_kd_s45,kd,45,6,107,0.7679738562091503
bimcv_resnet18_xray_cross_modal_kd_s45,kd,45,7,58,0.5907738095238095
bimcv_resnet18_xray_cross_modal_kd_s45,kd,45,8,104,0.6925696594427244
bimcv_resnet18_xray_cross_modal_kd_s45,kd,45,9,90,0.8066666666666666
bimcv_resnet18_xray_supervised_s42,supervised,42,0,98,0.7038461538461538
bimcv_resnet18_xray_supervised_s42,supervised,42,1,104,0.7357954545454546
bimcv_resnet18_xray_supervised_s42,supervised,42,2,88,0.6634920634920636
bimcv_resnet18_xray_supervised_s42,supervised,42,3,88,0.6180555555555556
bimcv_resnet18_xray_supervised_s42,supervised,42,4,94,0.8447257383966245
bimcv_resnet18_xray_supervised_s42,supervised,42,5,81,0.7182904411764706
bimcv_resnet18_xray_supervised_s42,supervised,42,6,107,0.699673202614379
bimcv_resnet18_xray_supervised_s42,supervised,42,7,58,0.6532738095238095
bimcv_resnet18_xray_supervised_s42,supervised,42,8,104,0.6541795665634675
bimcv_resnet18_xray_supervised_s42,supervised,42,9,90,0.7933333333333333
bimcv_resnet18_xray_supervised_s43,supervised,43,0,98,0.7108974358974359
bimcv_resnet18_xray_supervised_s43,supervised,43,1,104,0.7840909090909092
bimcv_resnet18_xray_supervised_s43,supervised,43,2,88,0.6563492063492063
bimcv_resnet18_xray_supervised_s43,supervised,43,3,88,0.5694444444444444
bimcv_resnet18_xray_supervised_s43,supervised,43,4,94,0.8447257383966245
bimcv_resnet18_xray_supervised_s43,supervised,43,5,81,0.6829044117647058
bimcv_resnet18_xray_supervised_s43,supervised,43,6,107,0.780718954248366
bimcv_resnet18_xray_supervised_s43,supervised,43,7,58,0.6220238095238095
bimcv_resnet18_xray_supervised_s43,supervised,43,8,104,0.7040247678018576
bimcv_resnet18_xray_supervised_s43,supervised,43,9,90,0.8
bimcv_resnet18_xray_supervised_s44,supervised,44,0,98,0.7096153846153846
bimcv_resnet18_xray_supervised_s44,supervised,44,1,104,0.7585227272727273
bimcv_resnet18_xray_supervised_s44,supervised,44,2,88,0.6412698412698412
bimcv_resnet18_xray_supervised_s44,supervised,44,3,88,0.6319444444444444
bimcv_resnet18_xray_supervised_s44,supervised,44,4,94,0.7940928270042193
bimcv_resnet18_xray_supervised_s44,supervised,44,5,81,0.7026654411764706
bimcv_resnet18_xray_supervised_s44,supervised,44,6,107,0.7196078431372549
bimcv_resnet18_xray_supervised_s44,supervised,44,7,58,0.6369047619047619
bimcv_resnet18_xray_supervised_s44,supervised,44,8,104,0.7213622291021672
bimcv_resnet18_xray_supervised_s44,supervised,44,9,90,0.7666666666666666
bimcv_resnet18_xray_supervised_s45,supervised,45,0,98,0.7032051282051281
bimcv_resnet18_xray_supervised_s45,supervised,45,1,104,0.6931818181818181
bimcv_resnet18_xray_supervised_s45,supervised,45,2,88,0.653968253968254
bimcv_resnet18_xray_supervised_s45,supervised,45,3,88,0.5798611111111112
bimcv_resnet18_xray_supervised_s45,supervised,45,4,94,0.8227848101265822
bimcv_resnet18_xray_supervised_s45,supervised,45,5,81,0.6636029411764706
bimcv_resnet18_xray_supervised_s45,supervised,45,6,107,0.6973856209150326
bimcv_resnet18_xray_supervised_s45,supervised,45,7,58,0.6369047619047619
bimcv_resnet18_xray_supervised_s45,supervised,45,8,104,0.6566563467492259
bimcv_resnet18_xray_supervised_s45,supervised,45,9,90,0.6733333333333333
